,Un_Named,Date,Infrastructure_Machineries,Daily_Sales _Percentage,Daily_Sales_Quantity,Market_Share,Political,Marketing,Budget,Customer_Id,Region
1099,1099,7/3/2019,Excavators(crawler),0.025637758,6,35,1,0,9139.84,CUST01100,Sharonville
1100,1100,Loaders (Wheeled),3/15/2025,-0.025637758,-6,35,1,0,9139.84,CUST01101,Yorktown
1101,1101,7/3/2019,Skid Steer Loaders,0.025637758,20,35,1,0,9139.84,CUST01102,West Bethside
1102,1102,7/3/2019,Compactors,0.025637758,34,35,1,0,9139.84,CUST01103,Karenmouth
1103,1103,7/3/2019,Tele Handlers ,0.025637758,18,35,1,0,9139.84,CUST01104,Monicaborough
1104,1104,7/4/2019,Backhoe Loader,0.028812108,37,35,1,0,9139.84,CUST01105,Erinfurt
1105,1105,7/4/2019,Excavators(crawler),0.028812108,20,35,1,0,9139.84,CUST01106,Kennethside
1106,1106,7/4/2019,Loaders (Wheeled),0.028812108,19,35,1,0,9139.84,CUST01107,Port Markberg
1107,1107,7/4/2019,Skid Steer Loaders,0.028812108,19,35,1,0,9139.84,CUST01108,South Christinastad
1108,1108,7/4/2019,Compactors,0.028812108,17,35,1,0,9139.84,CUST01109,East Frankview
1109,1109,7/4/2019,Tele Handlers ,0.028812108,3,35,1,0,9139.84,CUST01110,West Jamesburgh
1110,1110,,invalid_data,0.03216967,47,35,1,0,9139.84,CUST01111,North Luke
1111,1111,7/5/2019,Excavators(crawler),0.03216967,20,35,1,0,9139.84,CUST01112,Martinview
1112,1112,7/5/2019,Loaders (Wheeled),0.03216967,13,35,1,0,9139.84,CUST01113,Gregoryville
1113,1113,7/5/2019,Skid Steer Loaders,0.03216967,17,35,1,0,9139.84,CUST01114,North Gregoryborough
1114,1114,7/5/2019,Compactors,0.03216967,17,35,1,0,9139.84,CUST01115,North Davidland
1115,1115,7/5/2019,Tele Handlers ,0.03216967,7,35,1,0,9139.84,CUST01116,East Christopherbury
1116,1116,7/6/2019,Backhoe Loader,0.030429155,3514,35000,1,0,9139.84,CUST01117,Michaelville
1117,1117,7/6/2019,Excavators(crawler),0.030429155,7,35,1,0,9139.84,CUST01118,Jameschester
1118,1118,7/6/2019,Loaders (Wheeled),0.030429155,8,35,1,0,9139.84,CUST01119,Ricardoland
1119,1119,7/6/2019,Skid Steer Loaders,0.030429155,32,35,1,0,9139.84,CUST01120,South Nancy
1120,1120,,Compactors,-0.030429155,-5,35,1,0,9139.84,CUST01121,Alexanderville
1121,1121,7/6/2019,Tele Handlers ,0.030429155,24,35,1,0,9139.84,CUST01122,Lake Kristenhaven
1122,1122,Backhoe Loader,7/7/2019,0.032918451,34,35,1,0,9139.84,CUST01123,South Claudiaview
1123,1123,7/7/2019,Excavators(crawler),0.032918451,22,35,1,0,9139.84,CUST01124,West Kevintown
1124,1124,7/7/2019,Loaders (Wheeled),0.032918451,23,35,1,0,9139.84,CUST01125,North Greggside
1125,1125,3/15/2025,invalid_data,0.032918451,19,35,1,0,9139.84,CUST01126,Jacquelinemouth
1126,1126,7/7/2019,Compactors,0.032918451,7,35,1,0,9139.84,CUST01127,Lake Wendy
1127,1127,7/7/2019,Tele Handlers ,0.032918451,32,35,1,0,9139.84,CUST01128,Zimmermanborough
1128,1128,7/8/2019,Backhoe Loader,0.029616648,28,35,1,0,9139.84,CUST01129,Johnsfort
1129,1129,7/8/2019,Excavators(crawler),0.029616648,28,35,1,0,9139.84,CUST01130,East Dennisland
1130,1130,,Loaders (Wheeled),0.029616648,10,35,1,0,9139.84,CUST01131,Elliottstad
1131,1131,7/8/2019,Skid Steer Loaders,0.029616648,28,35,1,0,9139.84,CUST01132,Raymondside
1132,1132,7/8/2019,Compactors,0.029616648,15,35,1,0,9139.84,CUST01133,Sheilachester
1133,1133,7/8/2019,Tele Handlers ,0.029616648,33,35,1,0,9139.84,CUST01134,Port Melindaton
1134,1134,7/9/2019,Backhoe Loader,0.024112317,3505,35000,1,0,9139.84,CUST01135,Jamesview
1135,1135,7/9/2019,Excavators(crawler),0.024112317,4,35,1,0,9139.84,CUST01136,Dannyville
1136,1136,7/9/2019,Loaders (Wheeled),0.024112317,12,35,1,0,9139.84,CUST01137,West Tammieberg
1137,1137,7/9/2019,Skid Steer Loaders,0.024112317,25,35,1,0,9139.84,CUST01138,Perezmouth
1138,1138,7/9/2019,Compactors,0.024112317,31,35,1,0,9139.84,CUST01139,Frankview
1139,1139,7/9/2019,Tele Handlers ,0.024112317,14,35,1,0,9139.84,CUST01140,New Peterberg
1140,1140,,invalid_data,-0.0310465,-2,35,1,0,9139.84,CUST01141,North Randy
1141,1141,7/10/2019,Excavators(crawler),0.0310465,22,35,1,0,9139.84,CUST01142,Hansenfort
1142,1142,7/10/2019,Loaders (Wheeled),0.0310465,13,35,1,0,9139.84,CUST01143,South Richard
1143,1143,7/10/2019,Skid Steer Loaders,0.0310465,23,35,1,0,9139.84,CUST01144,Lake Lauriemouth
1144,1144,Compactors,7/10/2019,0.0310465,6,35,1,0,9139.84,CUST01145,West Jerrytown
1145,1145,7/10/2019,Tele Handlers ,0.0310465,25,35,1,0,9139.84,CUST01146,Melissatown
1146,1146,7/11/2019,Backhoe Loader,0.037721796,10,35,1,0,9139.84,CUST01147,Keithfort
1147,1147,7/11/2019,Excavators(crawler),0.037721796,9,35,1,0,9139.84,CUST01148,Anitafurt
1148,1148,7/11/2019,Loaders (Wheeled),0.037721796,31,35,1,0,9139.84,CUST01149,Grayville
1149,1149,7/11/2019,Skid Steer Loaders,0.037721796,34,35,1,0,9139.84,CUST01150,Lake Russellport
1150,1150,3/15/2025,Compactors,0.037721796,38,35,1,0,9139.84,CUST01151,Jamesbury
1151,1151,7/11/2019,Tele Handlers ,0.037721796,19,35,1,0,9139.84,CUST01152,West Tracieton
1152,1152,7/12/2019,Backhoe Loader,0.035710445,3518,35000,1,0,9139.84,CUST01153,Goldenmouth
1153,1153,7/12/2019,Excavators(crawler),0.035710445,27,35,1,0,9139.84,CUST01154,Catherinechester
1154,1154,7/12/2019,Loaders (Wheeled),0.035710445,37,35,1,0,9139.84,CUST01155,South Katrina
1155,1155,7/12/2019,invalid_data,0.035710445,22,35,1,0,9139.84,CUST01156,Tinaview
1156,1156,7/12/2019,Compactors,0.035710445,22,35,1,0,9139.84,CUST01157,West Jasmine
1157,1157,7/12/2019,Tele Handlers ,0.035710445,18,35,1,0,9139.84,CUST01158,Port Judy
1158,1158,7/13/2019,Backhoe Loader,0.028760331,8,35,1,0,9139.84,CUST01159,Ericaside
1159,1159,7/13/2019,Excavators(crawler),0.028760331,22,35,1,0,9139.84,CUST01160,Patrickburgh
1160,1160,,Loaders (Wheeled),-0.028760331,-24,35,1,0,9139.84,CUST01161,New Ronaldchester
1161,1161,7/13/2019,Skid Steer Loaders,0.028760331,21,35,1,0,9139.84,CUST01162,West Erikamouth
1162,1162,7/13/2019,Compactors,0.028760331,11,35,1,0,9139.84,CUST01163,Lake Mark
1163,1163,7/13/2019,Tele Handlers ,0.028760331,17,35,1,0,9139.84,CUST01164,New Amanda
1164,1164,7/14/2019,Backhoe Loader,0.026968037,18,35,1,0,9139.84,CUST01165,East Natalie
1165,1165,7/14/2019,Excavators(crawler),0.026968037,0,35,1,0,9139.84,CUST01166,New Cameron
1166,1166,Loaders (Wheeled),7/14/2019,0.026968037,18,35,1,0,9139.84,CUST01167,Aaronside
1167,1167,7/14/2019,Skid Steer Loaders,0.026968037,3,35,1,0,9139.84,CUST01168,East Tara
1168,1168,7/14/2019,Compactors,0.026968037,14,35,1,0,9139.84,CUST01169,Abbottborough
1169,1169,7/14/2019,Tele Handlers ,0.026968037,22,35,1,0,9139.84,CUST01170,Matthewside
1170,1170,,invalid_data,0.030620333,3519,35000,1,0,9139.84,CUST01171,Lake Lindsayport
1171,1171,7/15/2019,Excavators(crawler),0.030620333,22,35,1,0,9139.84,CUST01172,Matthewburgh
1172,1172,7/15/2019,Loaders (Wheeled),0.030620333,24,35,1,0,9139.84,CUST01173,East Anna
1173,1173,7/15/2019,Skid Steer Loaders,0.030620333,28,35,1,0,9139.84,CUST01174,North Stephaniebury
1174,1174,7/15/2019,Compactors,0.030620333,28,35,1,0,9139.84,CUST01175,New Tammystad
1175,1175,3/15/2025,Tele Handlers ,0.030620333,36,35,1,0,9139.84,CUST01176,Yangland
1176,1176,7/16/2019,Backhoe Loader,0.032464403,11,35,1,0,9139.84,CUST01177,Jennifershire
1177,1177,7/16/2019,Excavators(crawler),0.032464403,19,35,1,0,9139.84,CUST01178,Brandonstad
1178,1178,7/16/2019,Loaders (Wheeled),0.032464403,14,35,1,0,9139.84,CUST01179,Debbieborough
1179,1179,7/16/2019,Skid Steer Loaders,0.032464403,23,35,1,0,9139.84,CUST01180,Chadfort
1180,1180,,Compactors,-0.032464403,-10,35,1,0,9139.84,CUST01181,Lake Nicholasside
1181,1181,7/16/2019,Tele Handlers ,0.032464403,15,35,1,0,9139.84,CUST01182,Heatherstad
1182,1182,7/17/2019,Backhoe Loader,0.0378373,29,35,1,0,9139.84,CUST01183,Johnsonton
1183,1183,7/17/2019,Excavators(crawler),0.0378373,17,35,1,0,9139.84,CUST01184,Nathanton
1184,1184,7/17/2019,Loaders (Wheeled),0.0378373,25,35,1,0,9139.84,CUST01185,East Patrick
1185,1185,7/17/2019,invalid_data,0.0378373,25,35,1,0,9139.84,CUST01186,Mcdonaldbury
1186,1186,7/17/2019,Compactors,0.0378373,26,35,1,0,9139.84,CUST01187,South Elizabeth
1187,1187,7/17/2019,Tele Handlers ,0.0378373,26,35,1,0,9139.84,CUST01188,Hillton
1188,1188,Backhoe Loader,7/18/2019,0.03203027,3510,35000,1,0,9139.84,CUST01189,Brewerton
1189,1189,7/18/2019,Excavators(crawler),0.03203027,29,35,1,0,9139.84,CUST01190,Lake Jessica
1190,1190,,Loaders (Wheeled),0.03203027,26,35,1,0,9139.84,CUST01191,Lake Andrew
1191,1191,7/18/2019,Skid Steer Loaders,0.03203027,26,35,1,0,9139.84,CUST01192,Joeville
1192,1192,7/18/2019,Compactors,0.03203027,4,35,1,0,9139.84,CUST01193,Madisonview
1193,1193,7/18/2019,Tele Handlers ,0.03203027,10,35,1,0,9139.84,CUST01194,South Dale
1194,1194,7/19/2019,Backhoe Loader,0.029959176,20,35,1,0,9139.84,CUST01195,Jenniferfort
1195,1195,7/19/2019,Excavators(crawler),0.029959176,24,35,1,0,9139.84,CUST01196,Zacharyland
1196,1196,7/19/2019,Loaders (Wheeled),0.029959176,37,35,1,0,9139.84,CUST01197,Jasmineborough
1197,1197,7/19/2019,Skid Steer Loaders,0.029959176,15,35,1,0,9139.84,CUST01198,North Kristintown
1198,1198,7/19/2019,Compactors,0.029959176,25,35,1,0,9139.84,CUST01199,South Davidton
1199,1199,7/19/2019,Tele Handlers ,0.029959176,23,35,1,0,9139.84,CUST01200,Wademouth
1200,1200,3/15/2025,invalid_data,-0.034874042,4,35,1,0,9139.84,CUST01201,New Daniel
1201,1201,7/20/2019,Excavators(crawler),0.034874042,17,35,1,0,9139.84,CUST01202,Lambchester
1202,1202,7/20/2019,Loaders (Wheeled),0.034874042,16,35,1,0,9139.84,CUST01203,South Dustinville
1203,1203,7/20/2019,Skid Steer Loaders,0.034874042,18,35,1,0,9139.84,CUST01204,Huntburgh
1204,1204,7/20/2019,Compactors,0.034874042,4,35,1,0,9139.84,CUST01205,East Lawrence
1205,1205,7/20/2019,Tele Handlers ,0.034874042,25,35,1,0,9139.84,CUST01206,Jasonstad
1206,1206,7/21/2019,Backhoe Loader,0.02726277,3516,35000,1,0,9139.84,CUST01207,West Shawnaburgh
1207,1207,7/21/2019,Excavators(crawler),0.02726277,7,35,1,0,9139.84,CUST01208,East Alyssa
1208,1208,7/21/2019,Loaders (Wheeled),0.02726277,29,35,1,0,9139.84,CUST01209,Melissafurt
1209,1209,7/21/2019,Skid Steer Loaders,0.02726277,21,35,1,0,9139.84,CUST01210,Lake Kerri
1210,1210,Compactors,,0.02726277,11,35,1,0,9139.84,CUST01211,Riosport
1211,1211,7/21/2019,Tele Handlers ,0.02726277,14,35,1,0,9139.84,CUST01212,New Juliaport
1212,1212,7/22/2019,Backhoe Loader,0.029110823,12,35,1,0,9139.84,CUST01213,Gonzalezstad
1213,1213,7/22/2019,Excavators(crawler),0.029110823,27,35,1,0,9139.84,CUST01214,Port Megan
1214,1214,7/22/2019,Loaders (Wheeled),0.029110823,16,35,1,0,9139.84,CUST01215,Lake Eric
1215,1215,7/22/2019,invalid_data,0.029110823,0,35,1,0,9139.84,CUST01216,Lake Christopherhaven
1216,1216,7/22/2019,Compactors,0.029110823,13,35,1,0,9139.84,CUST01217,Nicholasview
1217,1217,7/22/2019,Tele Handlers ,0.029110823,26,35,1,0,9139.84,CUST01218,Janetshire
1218,1218,7/23/2019,Backhoe Loader,0.027370308,26,35,1,0,9139.84,CUST01219,North Andrewfort
1219,1219,7/23/2019,Excavators(crawler),0.027370308,-1,35,1,0,9139.84,CUST01220,Stephanieport
1220,1220,,Loaders (Wheeled),-0.027370308,-1,35,1,0,9139.84,CUST01221,Angelaville
1221,1221,7/23/2019,Skid Steer Loaders,0.027370308,23,35,1,0,9139.84,CUST01222,Kyleborough
1222,1222,7/23/2019,Compactors,0.027370308,0,35,1,0,9139.84,CUST01223,North Justin
1223,1223,7/23/2019,Tele Handlers ,0.027370308,12,35,1,0,9139.84,CUST01224,Williamsmouth
1224,1224,7/24/2019,Backhoe Loader,0.033687145,3494,35000,1,0,9139.84,CUST01225,Littleport
1225,1225,3/15/2025,Excavators(crawler),0.033687145,12,35,1,0,9139.84,CUST01226,Melindastad
1226,1226,7/24/2019,Loaders (Wheeled),0.033687145,25,35,1,0,9139.84,CUST01227,Port Patrick
1227,1227,7/24/2019,Skid Steer Loaders,0.033687145,22,35,1,0,9139.84,CUST01228,West Michaelhaven
1228,1228,7/24/2019,Compactors,0.033687145,12,35,1,0,9139.84,CUST01229,Waynemouth
1229,1229,7/24/2019,Tele Handlers ,0.033687145,20,35,1,0,9139.84,CUST01230,Juliachester
1230,1230,,invalid_data,0.037494772,11,35,1,0,9139.84,CUST01231,Jasonland
1231,1231,7/25/2019,Excavators(crawler),0.037494772,23,35,1,0,9139.84,CUST01232,Russellburgh
1232,1232,Loaders (Wheeled),7/25/2019,0.037494772,25,35,1,0,9139.84,CUST01233,Harrellside
1233,1233,7/25/2019,Skid Steer Loaders,0.037494772,29,35,1,0,9139.84,CUST01234,Humphreyhaven
1234,1234,7/25/2019,Compactors,0.037494772,40,35,1,0,9139.84,CUST01235,Brandonbury
1235,1235,7/25/2019,Tele Handlers ,0.037494772,33,35,1,0,9139.84,CUST01236,Rodriguezfort
1236,1236,7/26/2019,Backhoe Loader,0.035355969,15,35,1,0,9139.84,CUST01237,South Jamesport
1237,1237,7/26/2019,Excavators(crawler),0.035355969,25,35,1,0,9139.84,CUST01238,New Scott
1238,1238,7/26/2019,Loaders (Wheeled),0.035355969,25,35,1,0,9139.84,CUST01239,South Carolyn
1239,1239,7/26/2019,Skid Steer Loaders,0.035355969,10,35,1,0,9139.84,CUST01240,West Teresa
1240,1240,,Compactors,-0.035355969,-17,35,1,0,9139.84,CUST01241,South Jocelyn
1241,1241,7/26/2019,Tele Handlers ,0.035355969,28,35,1,0,9139.84,CUST01242,New Nicoleshire
1242,1242,7/27/2019,Backhoe Loader,0.036180424,3512,35000,1,0,9139.84,CUST01243,Perryview
1243,1243,7/27/2019,Excavators(crawler),0.036180424,41,35,1,0,9139.84,CUST01244,New Joseph
1244,1244,7/27/2019,Loaders (Wheeled),0.036180424,21,35,1,0,9139.84,CUST01245,East Mark
1245,1245,7/27/2019,invalid_data,0.036180424,13,35,1,0,9139.84,CUST01246,Matthewview
1246,1246,7/27/2019,Compactors,0.036180424,26,35,1,0,9139.84,CUST01247,North Jasminhaven
1247,1247,7/27/2019,Tele Handlers ,0.036180424,35,35,1,0,9139.84,CUST01248,Gardnerburgh
1248,1248,7/28/2019,Backhoe Loader,0.039784925,17,35,1,0,9139.84,CUST01249,Jamesburgh
1249,1249,7/28/2019,Excavators(crawler),0.039784925,26,35,1,0,9139.84,CUST01250,New Brett
1250,1250,3/15/2025,Loaders (Wheeled),0.039784925,28,35,1,0,9139.84,CUST01251,Hartmanfurt
1251,1251,7/28/2019,Skid Steer Loaders,0.039784925,53,35,1,0,9139.84,CUST01252,Jillianborough
1252,1252,7/28/2019,Compactors,0.039784925,22,35,1,0,9139.84,CUST01253,Elainechester
1253,1253,7/28/2019,Tele Handlers ,0.039784925,22,35,1,0,9139.84,CUST01254,East Jessicaview
1254,1254,Backhoe Loader,7/29/2019,0.039605696,46,35,1,0,9139.84,CUST01255,North Michelle
1255,1255,7/29/2019,Excavators(crawler),0.039605696,14,35,1,0,9139.84,CUST01256,Markport
1256,1256,7/29/2019,Loaders (Wheeled),0.039605696,21,35,1,0,9139.84,CUST01257,Maryside
1257,1257,7/29/2019,Skid Steer Loaders,0.039605696,34,35,1,0,9139.84,CUST01258,New Juan
1258,1258,7/29/2019,Compactors,0.039605696,20,35,1,0,9139.84,CUST01259,Sotomouth
1259,1259,7/29/2019,Tele Handlers ,0.039605696,25,35,1,0,9139.84,CUST01260,New Wendyfurt
1260,1260,,invalid_data,-0.031914767,3495,35000,1,0,9139.84,CUST01261,East Katherine
1261,1261,7/30/2019,Excavators(crawler),0.031914767,17,35,1,0,9139.84,CUST01262,North Morgan
1262,1262,7/30/2019,Loaders (Wheeled),0.031914767,40,35,1,0,9139.84,CUST01263,Rogerfort
1263,1263,7/30/2019,Skid Steer Loaders,0.031914767,31,35,1,0,9139.84,CUST01264,South Charleneton
1264,1264,7/30/2019,Compactors,0.031914767,19,35,1,0,9139.84,CUST01265,Torresshire
1265,1265,7/30/2019,Tele Handlers ,0.031914767,21,35,1,0,9139.84,CUST01266,Carrollshire
1266,1266,7/31/2019,Backhoe Loader,0.027449965,17,35,1,0,9139.84,CUST01267,Petersonport
1267,1267,7/31/2019,Excavators(crawler),0.027449965,18,35,1,0,9139.84,CUST01268,East Justin
1268,1268,7/31/2019,Loaders (Wheeled),0.027449965,26,35,1,0,9139.84,CUST01269,Jamesberg
1269,1269,7/31/2019,Skid Steer Loaders,0.027449965,10,35,1,0,9139.84,CUST01270,New Davidberg
1270,1270,,Compactors,0.027449965,23,35,1,0,9139.84,CUST01271,South Jamesshire
1271,1271,7/31/2019,Tele Handlers ,0.027449965,23,35,1,0,9139.84,CUST01272,Gillmouth
1272,1272,8/1/2019,Backhoe Loader,0.034463806,18,35,1,0,10074.14,CUST01273,North Anthony
1273,1273,8/1/2019,Excavators(crawler),0.034463806,13,35,1,0,10074.14,CUST01274,Charlesland
1274,1274,8/1/2019,Loaders (Wheeled),0.034463806,21,35,1,0,10074.14,CUST01275,Butlertown
1275,1275,3/15/2025,invalid_data,0.034463806,25,35,1,0,10074.14,CUST01276,Timothyland
1276,1276,Compactors,8/1/2019,0.034463806,6,35,1,0,10074.14,CUST01277,New Pamelafurt
1277,1277,8/1/2019,Tele Handlers ,0.034463806,19,35,1,0,10074.14,CUST01278,Emilystad
1278,1278,8/2/2019,Backhoe Loader,0.038629891,3516,35000,1,0,10074.14,CUST01279,Janeton
1279,1279,8/2/2019,Excavators(crawler),0.038629891,38,35,1,0,10074.14,CUST01280,Jenningsfurt
1280,1280,,Loaders (Wheeled),-0.038629891,-5,35,1,0,10074.14,CUST01281,Johnborough
1281,1281,8/2/2019,Skid Steer Loaders,0.038629891,27,35,1,0,10074.14,CUST01282,New Johnshire
1282,1282,8/2/2019,Compactors,0.038629891,27,35,1,0,10074.14,CUST01283,South Loristad
1283,1283,8/2/2019,Tele Handlers ,0.038629891,17,35,1,0,10074.14,CUST01284,Catherinetown
1284,1284,8/3/2019,Backhoe Loader,0.025637758,21,35,1,0,10074.14,CUST01285,North Julieshire
1285,1285,8/3/2019,Excavators(crawler),0.025637758,15,35,1,0,10074.14,CUST01286,Dylanhaven
1286,1286,8/3/2019,Loaders (Wheeled),0.025637758,4,35,1,0,10074.14,CUST01287,Owensshire
1287,1287,8/3/2019,Skid Steer Loaders,0.025637758,12,35,1,0,10074.14,CUST01288,Taylorland
1288,1288,8/3/2019,Compactors,0.025637758,26,35,1,0,10074.14,CUST01289,Lake Zachary
1289,1289,8/3/2019,Tele Handlers ,0.025637758,11,35,1,0,10074.14,CUST01290,Duranview
1290,1290,,invalid_data,0.028812108,7,35,1,0,10074.14,CUST01291,Colefurt
1291,1291,8/4/2019,Excavators(crawler),0.028812108,14,35,1,0,10074.14,CUST01292,North Jennifermouth
1292,1292,8/4/2019,Loaders (Wheeled),0.028812108,16,35,1,0,10074.14,CUST01293,New Aprilbury
1293,1293,8/4/2019,Skid Steer Loaders,0.028812108,11,35,1,0,10074.14,CUST01294,Johnbury
1294,1294,8/4/2019,Compactors,0.028812108,16,35,1,0,10074.14,CUST01295,South Pamela
1295,1295,8/4/2019,Tele Handlers ,0.028812108,20,35,1,0,10074.14,CUST01296,Ashleychester
1296,1296,8/5/2019,Backhoe Loader,0.03216967,3509,35000,1,0,10074.14,CUST01297,North Denisemouth
1297,1297,8/5/2019,Excavators(crawler),0.03216967,15,35,1,0,10074.14,CUST01298,Desireefurt
1298,1298,Loaders (Wheeled),8/5/2019,0.03216967,24,35,1,0,10074.14,CUST01299,Terriside
1299,1299,8/5/2019,Skid Steer Loaders,0.03216967,18,35,1,0,10074.14,CUST01300,Ginahaven
1300,1300,3/15/2025,Compactors,-0.03216967,-21,35,1,0,10074.14,CUST01301,Brandistad
1301,1301,8/5/2019,Tele Handlers ,0.03216967,0,35,1,0,10074.14,CUST01302,West Alexis
1302,1302,8/6/2019,Backhoe Loader,0.030429155,14,35,1,0,10074.14,CUST01303,Marshallburgh
1303,1303,8/6/2019,Excavators(crawler),0.030429155,-2,35,1,0,10074.14,CUST01304,North Cherylville
1304,1304,8/6/2019,Loaders (Wheeled),0.030429155,19,35,1,0,10074.14,CUST01305,North Dawn
1305,1305,8/6/2019,invalid_data,0.030429155,14,35,1,0,10074.14,CUST01306,New Charles
1306,1306,8/6/2019,Compactors,0.030429155,21,35,1,0,10074.14,CUST01307,North Derrickmouth
1307,1307,8/6/2019,Tele Handlers ,0.030429155,18,35,1,0,10074.14,CUST01308,North Peter
1308,1308,8/7/2019,Backhoe Loader,0.032918451,25,35,1,0,10074.14,CUST01309,Perezland
1309,1309,8/7/2019,Excavators(crawler),0.032918451,-3,35,1,0,10074.14,CUST01310,Nicoleshire
1310,1310,,Loaders (Wheeled),0.032918451,6,35,1,0,10074.14,CUST01311,Sanchezhaven
1311,1311,8/7/2019,Skid Steer Loaders,0.032918451,15,35,1,0,10074.14,CUST01312,Lake Garyville
1312,1312,8/7/2019,Compactors,0.032918451,1,35,1,0,10074.14,CUST01313,Port Robert
1313,1313,8/7/2019,Tele Handlers ,0.032918451,14,35,1,0,10074.14,CUST01314,Stephensbury
1314,1314,8/8/2019,Backhoe Loader,0.029616648,3517,35000,1,0,10074.14,CUST01315,East Jared
1315,1315,8/8/2019,Excavators(crawler),0.029616648,19,35,1,0,10074.14,CUST01316,Jonesside
1316,1316,8/8/2019,Loaders (Wheeled),0.029616648,20,35,1,0,10074.14,CUST01317,East Heather
1317,1317,8/8/2019,Skid Steer Loaders,0.029616648,22,35,1,0,10074.14,CUST01318,Jennaview
1318,1318,8/8/2019,Compactors,0.029616648,36,35,1,0,10074.14,CUST01319,Conradchester
1319,1319,8/8/2019,Tele Handlers ,0.029616648,22,35,1,0,10074.14,CUST01320,West Emily
1320,1320,invalid_data,,-0.024112317,-11,35,1,0,10074.14,CUST01321,Lake Andreahaven
1321,1321,8/9/2019,Excavators(crawler),0.024112317,3,35,1,0,10074.14,CUST01322,Priceberg
1322,1322,8/9/2019,Loaders (Wheeled),0.024112317,18,35,1,0,10074.14,CUST01323,Danielleville
1323,1323,8/9/2019,Skid Steer Loaders,0.024112317,-10,35,1,0,10074.14,CUST01324,Davidborough
1324,1324,8/9/2019,Compactors,0.024112317,0,35,1,0,10074.14,CUST01325,Troystad
1325,1325,3/15/2025,Tele Handlers ,0.024112317,12,35,1,0,10074.14,CUST01326,New Erik
1326,1326,8/10/2019,Backhoe Loader,0.0310465,24,35,1,0,10074.14,CUST01327,Wilsonstad
1327,1327,8/10/2019,Excavators(crawler),0.0310465,10,35,1,0,10074.14,CUST01328,Janetberg
1328,1328,8/10/2019,Loaders (Wheeled),0.0310465,17,35,1,0,10074.14,CUST01329,Tommyfort
1329,1329,8/10/2019,Skid Steer Loaders,0.0310465,26,35,1,0,10074.14,CUST01330,Dawnbury
1330,1330,,Compactors,0.0310465,25,35,1,0,10074.14,CUST01331,North Richard
1331,1331,8/10/2019,Tele Handlers ,0.0310465,34,35,1,0,10074.14,CUST01332,East Stacy
1332,1332,8/11/2019,Backhoe Loader,0.037721796,3516,35000,1,0,10074.14,CUST01333,North Kyleshire
1333,1333,8/11/2019,Excavators(crawler),0.037721796,39,35,1,0,10074.14,CUST01334,Nelsontown
1334,1334,8/11/2019,Loaders (Wheeled),0.037721796,18,35,1,0,10074.14,CUST01335,New Johnbury
1335,1335,8/11/2019,invalid_data,0.037721796,16,35,1,0,10074.14,CUST01336,North Stephanie
1336,1336,8/11/2019,Compactors,0.037721796,32,35,1,0,10074.14,CUST01337,Lisaland
1337,1337,8/11/2019,Tele Handlers ,0.037721796,22,35,1,0,10074.14,CUST01338,Lake Patty
1338,1338,8/12/2019,Backhoe Loader,0.035710445,16,35,1,0,10074.14,CUST01339,Davidchester
1339,1339,8/12/2019,Excavators(crawler),0.035710445,28,35,1,0,10074.14,CUST01340,West Margaret
1340,1340,,Loaders (Wheeled),-0.035710445,-4,35,1,0,10074.14,CUST01341,Lake Davidside
1341,1341,8/12/2019,Skid Steer Loaders,0.035710445,30,35,1,0,10074.14,CUST01342,Port Brandi
1342,1342,Compactors,8/12/2019,0.035710445,8,35,1,0,10074.14,CUST01343,Michaelhaven
1343,1343,8/12/2019,Tele Handlers ,0.035710445,15,35,1,0,10074.14,CUST01344,Port Tim
1344,1344,8/13/2019,Backhoe Loader,0.028760331,29,35,1,0,10074.14,CUST01345,Trujilloton
1345,1345,8/13/2019,Excavators(crawler),0.028760331,43,35,1,0,10074.14,CUST01346,Hillmouth
1346,1346,8/13/2019,Loaders (Wheeled),0.028760331,9,35,1,0,10074.14,CUST01347,North Robin
1347,1347,8/13/2019,Skid Steer Loaders,0.028760331,10,35,1,0,10074.14,CUST01348,Hortonburgh
1348,1348,8/13/2019,Compactors,0.028760331,3,35,1,0,10074.14,CUST01349,South Carmenshire
1349,1349,8/13/2019,Tele Handlers ,0.028760331,12,35,1,0,10074.14,CUST01350,Codyfort
1350,1350,3/15/2025,invalid_data,0.026968037,3505,35000,1,0,10074.14,CUST01351,East Dawn
1351,1351,8/14/2019,Excavators(crawler),0.026968037,14,35,1,0,10074.14,CUST01352,Mcculloughmouth
1352,1352,8/14/2019,Loaders (Wheeled),0.026968037,16,35,1,0,10074.14,CUST01353,South Kathleen
1353,1353,8/14/2019,Skid Steer Loaders,0.026968037,13,35,1,0,10074.14,CUST01354,East Michelle
1354,1354,8/14/2019,Compactors,0.026968037,10,35,1,0,10074.14,CUST01355,Port Dylan
1355,1355,8/14/2019,Tele Handlers ,0.026968037,7,35,1,0,10074.14,CUST01356,Coleside
1356,1356,8/15/2019,Backhoe Loader,0.030620333,24,35,1,0,10074.14,CUST01357,Knightstad
1357,1357,8/15/2019,Excavators(crawler),0.030620333,9,35,1,0,10074.14,CUST01358,Port Heather
1358,1358,8/15/2019,Loaders (Wheeled),0.030620333,15,35,1,0,10074.14,CUST01359,Rosetown
1359,1359,8/15/2019,Skid Steer Loaders,0.030620333,13,35,1,0,10074.14,CUST01360,Kennethview
